"municipio","cod_comunidad","comunidad","cod_calle","nombre_calle"
MP. MANEIRO,"15-4-1-150401004-2",JOVITO LOPEZ,"15-4-1-150401004-2PROV/3",CALLE FARIAS
MP. MANEIRO,"15-4-1-150401004-2",JOVITO LOPEZ,"15-4-1-150401004-2PROV/2",CALLE PRINCIPAL
MP. GARCIA,"15-11-2-151102013-1",CONUCO VIEJO,"15-11-2-151102013-1PROV/1",CALLE DON DIEGO 2
MP. MARIÑO,"15-6-1-150601021-3",PLAZA ORTEGA,"15-6-1-150601021-3PROV/2",LA PARALELA
MP. GARCIA,"15-11-2-151102003-1",CLUB DEL CAMPO,"15-11-2-151102003-1PROV/2",TRANSVERSAL 3 UNIDO
MP. GARCIA,"15-11-2-151102003-1",CLUB DEL CAMPO,"15-11-2-151102003-1PROV/1",TRANSVERSAL 9 UNIDO
MP. MARCANO,"15-5-2-150502002-1",PEDREGALES,"15-5-2-150502002-1PROV/1",CALLE BUENOS AIRES
MP. MANEIRO,"15-4-1-150401009-1",LUISA CACERES DE ARISMENDI,"15-4-1-150401009-1PROV/1",CALLE LUISA CACERES DE ARISMENDI - JESUS MANUEL SUBERO - EDIF BAHIA AZUL
MP. MANEIRO,"15-4-1-150401013-2",SAN MARTÍN - LOS CARACAS,"15-4-1-150401013-2PROV/2",CALLE EL CALVARIO
MP. MANEIRO,"15-4-1-150401013-2",SAN MARTÍN - LOS CARACAS,"15-4-1-150401013-2PROV/1",CALLE LOS CARACAS
MP. MARIÑO,"15-6-1-150601008-10",DON QUIJOTE,"15-6-1-150601008-10PROV/9",PROLONGACION MANEIRO
MP. MARIÑO,"15-6-1-150601008-10",DON QUIJOTE,"15-6-1-150601008-10PROV/8",LA ISLETA
MP. MARIÑO,"15-6-1-150601008-10",DON QUIJOTE,"15-6-1-150601008-10PROV/4","1 Y 2 VILLA PALETA"
MP. MARIÑO,"15-6-1-150601008-10",DON QUIJOTE,"15-6-1-150601008-10PROV/3","3 Y 4 VILLA PALETA"
MP. MARIÑO,"15-6-1-150601008-10",DON QUIJOTE,"15-6-1-150601008-10PROV/1",CENTRO HISPANO
MP. MARIÑO,"15-6-1-150601008-17",MACHO MUERTO SUR OESTE,"15-6-1-150601008-17PROV/1",LA RESTINGA A
MP. MANEIRO,"15-4-1-150401006-1",LOS CERRITOS,"15-4-1-150401006-1PROV/3",CALLE PRINCIPAL II
MP. MANEIRO,"15-4-1-150401006-1",LOS CERRITOS,"15-4-1-150401006-1PROV/2",CALLE PRINCIPAL I
MP. MANEIRO,"15-4-1-150401006-1",LOS CERRITOS,"15-4-1-150401006-1PROV/1",CALLE LAS DELICIAS I
MP. MANEIRO,"15-4-2-150402011-2",EL ALTO,"15-4-2-150402011-2PROV/1",FRATERNIDAD B
MP.PENIN. DE MACANAO,"15-7-1-150701006-4",URB. AUGUSTO MALAVE VILLABA 1,"15-7-1-150701006-4PROV/1",AV. NUEVA ESPARTA
MP. MARIÑO,"15-6-1-150601008-18",MACHO MUERTO NORTE,"15-6-1-150601008-18PROV/1",LA CEIBA
MP. MARIÑO,"15-6-1-150601028-2",INCEMAR,"15-6-1-150601028-2PROV/1",INCEMAR D
MP. MARIÑO,"15-6-1-150601013-7",ACHIPANO I B,"15-6-1-150601013-7PROV/1",LOMA A
MP. TUBORES,"15-9-1-150901015-1",GUAYACAN A,"15-9-1-150901015-1PROV/1",LA ORQUIDEA/ EL ARAGUANEY
MP. MARIÑO,"15-6-1-150601045-1",VILLAS DE CAMPO SANTO,"15-6-1-150601045-1PROV/3",EL COMERCIO
MP. MARIÑO,"15-6-1-150601045-1",VILLAS DE CAMPO SANTO,"15-6-1-150601045-1PROV/2",EL ANGEL
MP. MARIÑO,"15-6-1-150601045-1",VILLAS DE CAMPO SANTO,"15-6-1-150601045-1PROV/1",ALTAMIRA
MP. MARIÑO,"15-6-1-150601023-7",PALGUARIME A,"15-6-1-150601023-7PROV/2",LA INVASIÓN Y EL COLEGIO
MP. MARIÑO,"15-6-1-150601013-2",ACHIPANO I A,"15-6-1-150601013-2PROV/1",PRINCIPAL D
MP. GARCIA,"15-11-2-151102023-2",PORTAL DE LA LAGUNA,"15-11-2-151102023-2-9","PORTAL II, III Y IV"
MP. GARCIA,"15-11-2-151102023-2",PORTAL DE LA LAGUNA,"15-11-2-151102023-2-4",PORTAL I Y LAGUNA I Y II
MP. GARCIA,"15-11-2-151102023-1",VILLA ZOITA,"15-11-2-151102023-1-4",RED CARACOLA C/2
MP. GARCIA,"15-11-2-151102023-1",VILLA ZOITA,"15-11-2-151102023-1-3",RED CARACOLA C/1
MP. GARCIA,"15-11-2-151102023-1",VILLA ZOITA,"15-11-2-151102023-1-2",RED GUACUCO C/2
MP. GARCIA,"15-11-2-151102023-1",VILLA ZOITA,"15-11-2-151102023-1-11","CALLE EL YAQUE C/1, RED EL YAQUE C/2"
MP. GARCIA,"15-11-2-151102023-1",VILLA ZOITA,"15-11-2-151102023-1-10","CALLE RED EL AGUA C/1, CALLE RED EL AGUA C/2"
MP. GARCIA,"15-11-2-151102023-1",VILLA ZOITA,"15-11-2-151102023-1-1",RED GUACUCO C/1
MP. GARCIA,"15-11-2-151102022-3",VILLA SAN ANTONIO B1,"15-11-2-151102022-3-8",CALLE 8
MP. GARCIA,"15-11-2-151102022-3",VILLA SAN ANTONIO B1,"15-11-2-151102022-3-7",CALLE 5
MP. GARCIA,"15-11-2-151102022-3",VILLA SAN ANTONIO B1,"15-11-2-151102022-3-6",CALLE 6 Y 7
MP. GARCIA,"15-11-2-151102022-3",VILLA SAN ANTONIO B1,"15-11-2-151102022-3-2",CALLE 1 Y 2
MP. GARCIA,"15-11-2-151102022-3",VILLA SAN ANTONIO B1,"15-11-2-151102022-3-15",CALLE 3 Y 4
MP. GARCIA,"15-11-2-151102022-3",VILLA SAN ANTONIO B1,"15-11-2-151102022-3-14",CALLE 9 Y 10
MP. GARCIA,"15-11-2-151102022-2",ZONA EN SILENCIO PUEBLO NUEVO,"15-11-2-151102022-2-1",TODAS LAS TORRES
MP. GARCIA,"15-11-2-151102022-1","28 DE MAYO","15-11-2-151102022-1-7",CALLE UNICA
MP. GARCIA,"15-11-2-151102021-1",PEDRO LUIS BRICEÑO II,"15-11-2-151102021-1-9",ZONA EN SILENCIO
MP. GARCIA,"15-11-2-151102021-1",PEDRO LUIS BRICEÑO II,"15-11-2-151102021-1-8",VEREDA 17 Y 19
MP. GARCIA,"15-11-2-151102021-1",PEDRO LUIS BRICEÑO II,"15-11-2-151102021-1-7",VEREDA 14 Y 15
MP. GARCIA,"15-11-2-151102021-1",PEDRO LUIS BRICEÑO II,"15-11-2-151102021-1-6",VEREDA 12 Y 13
MP. GARCIA,"15-11-2-151102021-1",PEDRO LUIS BRICEÑO II,"15-11-2-151102021-1-5",VEREDA 10 Y 11
MP. GARCIA,"15-11-2-151102021-1",PEDRO LUIS BRICEÑO II,"15-11-2-151102021-1-4",VEREDA 8 Y 9
MP. GARCIA,"15-11-2-151102021-1",PEDRO LUIS BRICEÑO II,"15-11-2-151102021-1-3",VEREDA 6
MP. GARCIA,"15-11-2-151102021-1",PEDRO LUIS BRICEÑO II,"15-11-2-151102021-1-2",VEREDA 5
MP. GARCIA,"15-11-2-151102021-1",PEDRO LUIS BRICEÑO II,"15-11-2-151102021-1-13","VEREDA 1, 2, 3"
MP. GARCIA,"15-11-2-151102021-1",PEDRO LUIS BRICEÑO II,"15-11-2-151102021-1-12",CALLE PRINCIPAL Y VEREDA 4
MP. GARCIA,"15-11-2-151102021-1",PEDRO LUIS BRICEÑO II,"15-11-2-151102021-1-11",VEREDA 07
MP. GARCIA,"15-11-2-151102020-2",CAPILLA SUR,"15-11-2-151102020-2-4",CALLE MADRE MARIA AL FINAL Y PROSPERIDAD
MP. GARCIA,"15-11-2-151102020-2",CAPILLA SUR,"15-11-2-151102020-2-3",CALLE GOMEZ Y CALLE FORTALEZA
MP. GARCIA,"15-11-2-151102020-2",CAPILLA SUR,"15-11-2-151102020-2-2",CALLE LOS PALAFITOS
MP. GARCIA,"15-11-2-151102020-2",CAPILLA SUR,"15-11-2-151102020-2-1",CALLE MADRE MARIA
MP. GARCIA,"15-11-2-151102020-1",CAPILLA ESTE,"15-11-2-151102020-1-9",CALLE LOS SAMANES B
MP. GARCIA,"15-11-2-151102020-1",CAPILLA ESTE,"15-11-2-151102020-1-8",CALLE LOS SAMANES A
MP. GARCIA,"15-11-2-151102020-1",CAPILLA ESTE,"15-11-2-151102020-1-7",CALLE SUCRE B
MP. GARCIA,"15-11-2-151102020-1",CAPILLA ESTE,"15-11-2-151102020-1-3",CALLES SAN ANTONIO Y SAN BENITO
MP. GARCIA,"15-11-2-151102020-1",CAPILLA ESTE,"15-11-2-151102020-1-2",PROSPERIDAD B
MP. GARCIA,"15-11-2-151102020-1",CAPILLA ESTE,"15-11-2-151102020-1-18",CALLE SUCRE
MP. GARCIA,"15-11-2-151102020-1",CAPILLA ESTE,"15-11-2-151102020-1-17",CALLE SUCRE A
MP. GARCIA,"15-11-2-151102020-1",CAPILLA ESTE,"15-11-2-151102020-1-16",CALLE MADRE MARIA B
MP. GARCIA,"15-11-2-151102020-1",CAPILLA ESTE,"15-11-2-151102020-1-14",CALLE MADRE MARIA D
MP. GARCIA,"15-11-2-151102020-1",CAPILLA ESTE,"15-11-2-151102020-1-13",CALLE MADRE MARIA C
MP. GARCIA,"15-11-2-151102020-1",CAPILLA ESTE,"15-11-2-151102020-1-12",CALLE MADRE MARIA A
MP. GARCIA,"15-11-2-151102020-1",CAPILLA ESTE,"15-11-2-151102020-1-11",CALLE LOS SAMANES D
MP. GARCIA,"15-11-2-151102020-1",CAPILLA ESTE,"15-11-2-151102020-1-10",CALLE LOS SAMANES C
MP. GARCIA,"15-11-2-151102020-1",CAPILLA ESTE,"15-11-2-151102020-1-1",PROSPERIDAD A
MP. GARCIA,"15-11-2-151102019-1",PEDRO LUIS BRICEÑO 02,"15-11-2-151102019-1-9","VEREDA 33,47,49"
MP. GARCIA,"15-11-2-151102019-1",PEDRO LUIS BRICEÑO 02,"15-11-2-151102019-1-8",VEREDA 32 Y 45
MP. GARCIA,"15-11-2-151102019-1",PEDRO LUIS BRICEÑO 02,"15-11-2-151102019-1-7",VEREDA 30 Y 37
MP. GARCIA,"15-11-2-151102019-1",PEDRO LUIS BRICEÑO 02,"15-11-2-151102019-1-6",VEREDA 28
MP. GARCIA,"15-11-2-151102019-1",PEDRO LUIS BRICEÑO 02,"15-11-2-151102019-1-5",VEREDA 26.31
MP. GARCIA,"15-11-2-151102019-1",PEDRO LUIS BRICEÑO 02,"15-11-2-151102019-1-4",VEREDA 24.25.26.29
MP. GARCIA,"15-11-2-151102019-1",PEDRO LUIS BRICEÑO 02,"15-11-2-151102019-1-3",VEREDA 22.23
MP. GARCIA,"15-11-2-151102019-1",PEDRO LUIS BRICEÑO 02,"15-11-2-151102019-1-2","VEREDA 15.20,21"
MP. GARCIA,"15-11-2-151102019-1",PEDRO LUIS BRICEÑO 02,"15-11-2-151102019-1-14",SECTOR INVASION
MP. GARCIA,"15-11-2-151102019-1",PEDRO LUIS BRICEÑO 02,"15-11-2-151102019-1-13",CALLE 5
MP. GARCIA,"15-11-2-151102019-1",PEDRO LUIS BRICEÑO 02,"15-11-2-151102019-1-12","VEREDA 41 , 43"
MP. GARCIA,"15-11-2-151102019-1",PEDRO LUIS BRICEÑO 02,"15-11-2-151102019-1-11",VEREDA 39 Y CALLE PRINCIPAL BAJA
MP. GARCIA,"15-11-2-151102019-1",PEDRO LUIS BRICEÑO 02,"15-11-2-151102019-1-10",VEREDA 35 Y PRINCIPAL
MP. GARCIA,"15-11-2-151102019-1",PEDRO LUIS BRICEÑO 02,"15-11-2-151102019-1-1",VEREDA 16
MP. GARCIA,"15-11-2-151102018-1",BLOQUES DEL 6 AL 11,"15-11-2-151102018-1-6",BLOQUE 11
MP. GARCIA,"15-11-2-151102018-1",BLOQUES DEL 6 AL 11,"15-11-2-151102018-1-4",BLOQUE 9 Y 10
MP. GARCIA,"15-11-2-151102018-1",BLOQUES DEL 6 AL 11,"15-11-2-151102018-1-3",BLOQUE 8
MP. GARCIA,"15-11-2-151102018-1",BLOQUES DEL 6 AL 11,"15-11-2-151102018-1-2",BLOQUE 7
MP. GARCIA,"15-11-2-151102018-1",BLOQUES DEL 6 AL 11,"15-11-2-151102018-1-1",BLOQUE 6
MP. GARCIA,"15-11-2-151102017-2",SECTOR H,"15-11-2-151102017-2-6",VEREDA 78 Y 86
MP. GARCIA,"15-11-2-151102017-2",SECTOR H,"15-11-2-151102017-2-5",VEREDA 79 Y VEREDA 80
MP. GARCIA,"15-11-2-151102017-2",SECTOR H,"15-11-2-151102017-2-3",VEREDA 83 Y VEREDA 85
MP. GARCIA,"15-11-2-151102017-2",SECTOR H,"15-11-2-151102017-2-2",CALLE 6 Y VEREDA 84
MP. GARCIA,"15-11-2-151102017-2",SECTOR H,"15-11-2-151102017-2-13",VEREDA 81 Y VEREDA 82
MP. GARCIA,"15-11-2-151102017-2",SECTOR H,"15-11-2-151102017-2-1",CALLE 5 Y CALLE 22
MP. GARCIA,"15-11-2-151102017-1",SECTOR F,"15-11-2-151102017-1-8",VEREDA 57 Y 60
MP. GARCIA,"15-11-2-151102017-1",SECTOR F,"15-11-2-151102017-1-7","VEREDA 51, 55, 56 Y CALLE 21"
MP. GARCIA,"15-11-2-151102017-1",SECTOR F,"15-11-2-151102017-1-5","CALLE 05, 06 Y PRINCIPAL"
MP. GARCIA,"15-11-2-151102017-1",SECTOR F,"15-11-2-151102017-1-2",VEREDA 52 Y 53
MP. GARCIA,"15-11-2-151102017-1",SECTOR F,"15-11-2-151102017-1-1",VEREDA 58 Y 59
MP. GARCIA,"15-11-2-151102016-4","URB. LAS MARITES, SECTOR SAN ANTONIO SUR","15-11-2-151102016-4-9",MANZANA P8 Y P9
MP. GARCIA,"15-11-2-151102016-4","URB. LAS MARITES, SECTOR SAN ANTONIO SUR","15-11-2-151102016-4-7",MANZANA 7
MP. GARCIA,"15-11-2-151102016-4","URB. LAS MARITES, SECTOR SAN ANTONIO SUR","15-11-2-151102016-4-4",MANZANA 5A-5B Y 6A-6B
MP. GARCIA,"15-11-2-151102016-4","URB. LAS MARITES, SECTOR SAN ANTONIO SUR","15-11-2-151102016-4-3",MANZANA 3A Y 3B
MP. GARCIA,"15-11-2-151102016-4","URB. LAS MARITES, SECTOR SAN ANTONIO SUR","15-11-2-151102016-4-2",MANZANA 2
MP. GARCIA,"15-11-2-151102016-4","URB. LAS MARITES, SECTOR SAN ANTONIO SUR","15-11-2-151102016-4-1","MANZANA 1, 4 Y P3"
MP. GARCIA,"15-11-2-151102016-3",COCOPOZUELO,"15-11-2-151102016-3-20",CALLE N° 5
MP. GARCIA,"15-11-2-151102016-3",COCOPOZUELO,"15-11-2-151102016-3-19",CALLE TRASVERSAL 2
MP. GARCIA,"15-11-2-151102016-3",COCOPOZUELO,"15-11-2-151102016-3-13",CALLE N°9
MP. GARCIA,"15-11-2-151102016-3",COCOPOZUELO,"15-11-2-151102016-3-12",CALLE 6 Y 8
MP. GARCIA,"15-11-2-151102016-2",MANUELA SAENZ,"15-11-2-151102016-2-7",CALLE PALOSANO
MP. GARCIA,"15-11-2-151102016-2",MANUELA SAENZ,"15-11-2-151102016-2-5",CALLE EL OLIVO
MP. GARCIA,"15-11-2-151102016-2",MANUELA SAENZ,"15-11-2-151102016-2-4",CALLE DIVIDIVI Y TAGUAPIRE
MP. GARCIA,"15-11-2-151102016-2",MANUELA SAENZ,"15-11-2-151102016-2-14",CARDON
MP. GARCIA,"15-11-2-151102016-2",MANUELA SAENZ,"15-11-2-151102016-2-13",CALLE LA LAGUNA
MP. GARCIA,"15-11-2-151102016-2",MANUELA SAENZ,"15-11-2-151102016-2-12",CALLE EL YAQUE
MP. GARCIA,"15-11-2-151102016-2",MANUELA SAENZ,"15-11-2-151102016-2-11",CALLE OLIVO 2
MP. GARCIA,"15-11-2-151102016-2",MANUELA SAENZ,"15-11-2-151102016-2-10",CALLE CUJI Y MARIQUITA
MP. GARCIA,"15-11-2-151102016-2",MANUELA SAENZ,"15-11-2-151102016-2-1",CALLE APAMATE CALLE TAMUTO
MP. GARCIA,"15-11-2-151102016-1",DOÑA ELIZA,"15-11-2-151102016-1-9",CALLE DIVIDIVI Y TAGUAPIRE
MP. GARCIA,"15-11-2-151102016-1",DOÑA ELIZA,"15-11-2-151102016-1-8",CALLE EL PROYECTO Y SAN MIGUEL
MP. GARCIA,"15-11-2-151102016-1",DOÑA ELIZA,"15-11-2-151102016-1-2",DON SINFOREANO
MP. GARCIA,"15-11-2-151102016-1",DOÑA ELIZA,"15-11-2-151102016-1-17","CALLE APAMATE, CALLE PALO SANO"
MP. GARCIA,"15-11-2-151102016-1",DOÑA ELIZA,"15-11-2-151102016-1-16","EL CARDON, LA LAGUNA Y CALLE EL MANGLE"
MP. GARCIA,"15-11-2-151102016-1",DOÑA ELIZA,"15-11-2-151102016-1-12",CALLE CUJI MARIQUITA Y TAMUTO
MP. GARCIA,"15-11-2-151102015-4",VILLAS SAN ANTONIO B2,"15-11-2-151102015-4-8",CALLE 23 Y 24
MP. GARCIA,"15-11-2-151102015-4",VILLAS SAN ANTONIO B2,"15-11-2-151102015-4-7",CALLE 22
MP. GARCIA,"15-11-2-151102015-4",VILLAS SAN ANTONIO B2,"15-11-2-151102015-4-5",CALLE 20
MP. GARCIA,"15-11-2-151102015-4",VILLAS SAN ANTONIO B2,"15-11-2-151102015-4-4",CALLE 19
MP. GARCIA,"15-11-2-151102015-4",VILLAS SAN ANTONIO B2,"15-11-2-151102015-4-2",CALLE 16 Y 17
MP. GARCIA,"15-11-2-151102015-4",VILLAS SAN ANTONIO B2,"15-11-2-151102015-4-11",CALLE 21
MP. GARCIA,"15-11-2-151102015-4",VILLAS SAN ANTONIO B2,"15-11-2-151102015-4-10",CALLE 18
MP. GARCIA,"15-11-2-151102015-3",PARAGUACHOA,"15-11-2-151102015-3-7",CALLE 7
MP. GARCIA,"15-11-2-151102015-3",PARAGUACHOA,"15-11-2-151102015-3-6",CALLE 6
MP. GARCIA,"15-11-2-151102015-3",PARAGUACHOA,"15-11-2-151102015-3-5",CALLE 5
MP. GARCIA,"15-11-2-151102015-3",PARAGUACHOA,"15-11-2-151102015-3-4",CALLE 4
MP. GARCIA,"15-11-2-151102015-3",PARAGUACHOA,"15-11-2-151102015-3-3",CALLE 3
MP. GARCIA,"15-11-2-151102015-3",PARAGUACHOA,"15-11-2-151102015-3-2",CALLE 2
MP. GARCIA,"15-11-2-151102015-3",PARAGUACHOA,"15-11-2-151102015-3-1",CALLE 1
MP. GARCIA,"15-11-2-151102015-2",VILLA SAN ANTONIO A2,"15-11-2-151102015-2-9",CALLE 28
MP. GARCIA,"15-11-2-151102015-2",VILLA SAN ANTONIO A2,"15-11-2-151102015-2-8",CALLE 27
MP. GARCIA,"15-11-2-151102015-2",VILLA SAN ANTONIO A2,"15-11-2-151102015-2-7",CALLES 25 Y 26
MP. GARCIA,"15-11-2-151102015-2",VILLA SAN ANTONIO A2,"15-11-2-151102015-2-5",CALLE 23
MP. GARCIA,"15-11-2-151102015-2",VILLA SAN ANTONIO A2,"15-11-2-151102015-2-4",CALLE 22
MP. GARCIA,"15-11-2-151102015-2",VILLA SAN ANTONIO A2,"15-11-2-151102015-2-2",CALLE 20 Y 21
MP. GARCIA,"15-11-2-151102015-2",VILLA SAN ANTONIO A2,"15-11-2-151102015-2-17",CALLE 24
MP. GARCIA,"15-11-2-151102015-2",VILLA SAN ANTONIO A2,"15-11-2-151102015-2-11",CALLES 18 Y 19
MP. GARCIA,"15-11-2-151102015-1",VILLAS SAN ANTONIO A1,"15-11-2-151102015-1-9",CALLE 10
MP. GARCIA,"15-11-2-151102015-1",VILLAS SAN ANTONIO A1,"15-11-2-151102015-1-8",CALLE 9
MP. GARCIA,"15-11-2-151102015-1",VILLAS SAN ANTONIO A1,"15-11-2-151102015-1-7",CALLE 8
MP. GARCIA,"15-11-2-151102015-1",VILLAS SAN ANTONIO A1,"15-11-2-151102015-1-6",CALLE 7
MP. GARCIA,"15-11-2-151102015-1",VILLAS SAN ANTONIO A1,"15-11-2-151102015-1-5",CALLE 5
MP. GARCIA,"15-11-2-151102015-1",VILLAS SAN ANTONIO A1,"15-11-2-151102015-1-4",CALLE 6
MP. GARCIA,"15-11-2-151102015-1",VILLAS SAN ANTONIO A1,"15-11-2-151102015-1-10","CALLE 1 Y 2, CALLE 4"
MP. GARCIA,"15-11-2-151102014-1",SECTOR 1 ESTE,"15-11-2-151102014-1-7","VEREDA 29, 41 Y 43"
MP. GARCIA,"15-11-2-151102014-1",SECTOR 1 ESTE,"15-11-2-151102014-1-6",VEREDA 20 Y 35
MP. GARCIA,"15-11-2-151102014-1",SECTOR 1 ESTE,"15-11-2-151102014-1-4","CALLE 2, CALLE 5 Y VERADA 39"
MP. GARCIA,"15-11-2-151102014-1",SECTOR 1 ESTE,"15-11-2-151102014-1-3",CALLE 7 Y CALLE 6
MP. GARCIA,"15-11-2-151102014-1",SECTOR 1 ESTE,"15-11-2-151102014-1-12","VEREDA 18, 31 Y 33"
MP. GARCIA,"15-11-2-151102014-1",SECTOR 1 ESTE,"15-11-2-151102014-1-11",CALLE 103 VEREDA 37 VEREDA 2
MP. GARCIA,"15-11-2-151102014-1",SECTOR 1 ESTE,"15-11-2-151102014-1-10",VEREDA 22
MP. GARCIA,"15-11-2-151102013-5",CONUCO VIEJO I,"15-11-2-151102013-5-7",CALLE DON RAMON 2
MP. GARCIA,"15-11-2-151102013-5",CONUCO VIEJO I,"15-11-2-151102013-5-6",CALLE DON RAMON 1
MP. GARCIA,"15-11-2-151102013-5",CONUCO VIEJO I,"15-11-2-151102013-5-5",DON JULIAN 2
MP. GARCIA,"15-11-2-151102013-5",CONUCO VIEJO I,"15-11-2-151102013-5-4",DON JULIAN 1
MP. GARCIA,"15-11-2-151102013-5",CONUCO VIEJO I,"15-11-2-151102013-5-2",CALLE DOÑA CECILIA
MP. GARCIA,"15-11-2-151102013-5",CONUCO VIEJO I,"15-11-2-151102013-5-1",CALLE SUCESION
MP. GARCIA,"15-11-2-151102013-4",SABANA GRANDE ARRIBA,"15-11-2-151102013-4-7",VEREDA SOCIALISTA Y RIVAS
MP. GARCIA,"15-11-2-151102013-4",SABANA GRANDE ARRIBA,"15-11-2-151102013-4-6","CALLE GUAYACAN, DOÑA ANA, SOL Y GUADALUPE"
MP. GARCIA,"15-11-2-151102013-4",SABANA GRANDE ARRIBA,"15-11-2-151102013-4-5",CALLE AV. JUAN BAUTISTA ARISMENDI Y CRUZ ROJA
MP. GARCIA,"15-11-2-151102013-4",SABANA GRANDE ARRIBA,"15-11-2-151102013-4-3","CALLE 10 DE MAYO, ESPERANZA Y JUAN ALFREDO"
MP. GARCIA,"15-11-2-151102013-4",SABANA GRANDE ARRIBA,"15-11-2-151102013-4-13",CALLE SUCRE
MP. GARCIA,"15-11-2-151102013-4",SABANA GRANDE ARRIBA,"15-11-2-151102013-4-12",CALLE DIAZ CALLE ESPERANZA LAS PLAMAS Y CALLE GRANADA
MP. GARCIA,"15-11-2-151102013-4",SABANA GRANDE ARRIBA,"15-11-2-151102013-4-11",CALLE CAYETANO
MP. GARCIA,"15-11-2-151102013-4",SABANA GRANDE ARRIBA,"15-11-2-151102013-4-1","CALLE EL YAQUE, EL CARDON, EL NISPERO Y CALLE VILLA LEON"
MP. GARCIA,"15-11-2-151102013-3",SABANA GRANDE,"15-11-2-151102013-3-9",CALLE JESUS ROSAS MARCANO Y SUCESION
MP. GARCIA,"15-11-2-151102013-3",SABANA GRANDE,"15-11-2-151102013-3-5",CALLE DOÑA MATILDE
MP. GARCIA,"15-11-2-151102013-3",SABANA GRANDE,"15-11-2-151102013-3-4",CALLE DOÑA TOMASA
MP. GARCIA,"15-11-2-151102013-3",SABANA GRANDE,"15-11-2-151102013-3-3",CALLE ANDRES BELLO
MP. GARCIA,"15-11-2-151102013-3",SABANA GRANDE,"15-11-2-151102013-3-13",CALLE DOÑA MATILDE PARTE 2
MP. GARCIA,"15-11-2-151102013-3",SABANA GRANDE,"15-11-2-151102013-3-12",CALLE DOÑA TOMASA PARTE 2
MP. GARCIA,"15-11-2-151102013-3",SABANA GRANDE,"15-11-2-151102013-3-11",CALLE ANDRES BELLO PARTE 2
MP. GARCIA,"15-11-2-151102013-3",SABANA GRANDE,"15-11-2-151102013-3-10",CALLE JESUS ROSAS MARCANO PARTE 2
MP. GARCIA,"15-11-2-151102013-2",URB MARISAL,"15-11-2-151102013-2-5",CALLE 6- 7 Y 8
MP. GARCIA,"15-11-2-151102013-2",URB MARISAL,"15-11-2-151102013-2-4",URB NUEVA ESPARTA
MP. GARCIA,"15-11-2-151102013-2",URB MARISAL,"15-11-2-151102013-2-2","CALLE 5 Y F, 9 - 10 Y 11"
MP. GARCIA,"15-11-2-151102013-2",URB MARISAL,"15-11-2-151102013-2-1",CALLE 1 - 2 - 3 Y 4
MP. GARCIA,"15-11-2-151102013-1",CONUCO VIEJO,"15-11-2-151102013-1-7",CALLE DOÑA PETRA
MP. GARCIA,"15-11-2-151102013-1",CONUCO VIEJO,"15-11-2-151102013-1-5",CALLE DOÑA BERNA
MP. GARCIA,"15-11-2-151102013-1",CONUCO VIEJO,"15-11-2-151102013-1-20",DOÑA PETRA I
MP. GARCIA,"15-11-2-151102013-1",CONUCO VIEJO,"15-11-2-151102013-1-15",CALLE DOÑA ALBINA I
MP. GARCIA,"15-11-2-151102013-1",CONUCO VIEJO,"15-11-2-151102013-1-11",CALLE DON DIEGO I
MP. GARCIA,"15-11-2-151102013-1",CONUCO VIEJO,"15-11-2-151102013-1-10",CALLE DOÑA ALBINA Y BERNA II
MP. GARCIA,"15-11-2-151102012-4",PRIVADAS DE VILLA JUANA,"15-11-2-151102012-4-4",VALLE MARGARITA Y TERRAZAS DE VISTA AZUL
MP. GARCIA,"15-11-2-151102012-4",PRIVADAS DE VILLA JUANA,"15-11-2-151102012-4-2",BRISAS DE MARGARITA
MP. GARCIA,"15-11-2-151102012-4",PRIVADAS DE VILLA JUANA,"15-11-2-151102012-4-1",DORAL MARGARITA CASAS Y TONW HOUSE
MP. GARCIA,"15-11-2-151102012-3",VILLA ESPERANZA,"15-11-2-151102012-3-9",CALLE 11
MP. GARCIA,"15-11-2-151102012-3",VILLA ESPERANZA,"15-11-2-151102012-3-8",CALLE 10
MP. GARCIA,"15-11-2-151102012-3",VILLA ESPERANZA,"15-11-2-151102012-3-6",CALLE 8 Y 9
MP. GARCIA,"15-11-2-151102012-3",VILLA ESPERANZA,"15-11-2-151102012-3-5",CALLE 7
MP. GARCIA,"15-11-2-151102012-3",VILLA ESPERANZA,"15-11-2-151102012-3-3",CALLE 3 Y 4
MP. GARCIA,"15-11-2-151102012-3",VILLA ESPERANZA,"15-11-2-151102012-3-14","CALLE 1, CALLE 2"
MP. GARCIA,"15-11-2-151102012-3",VILLA ESPERANZA,"15-11-2-151102012-3-13",CALLE 5 Y CALLE 6
MP. GARCIA,"15-11-2-151102012-3",VILLA ESPERANZA,"15-11-2-151102012-3-12",CALLE PRINCIPAL
MP. GARCIA,"15-11-2-151102012-3",VILLA ESPERANZA,"15-11-2-151102012-3-11",CALLE 13
MP. GARCIA,"15-11-2-151102012-3",VILLA ESPERANZA,"15-11-2-151102012-3-10",CALLE 12
MP. GARCIA,"15-11-2-151102012-2",VILLA JUANA 2 Y 4 Y PUERTAS DEL SOL,"15-11-2-151102012-2-6","MANZANA 4, VEREDAS 4, 5. 6 Y 7"
